Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
85042,13.116197929465054,-0.2800182396607192,-0.3539984912184816,0.2608350976366222,-2.2516262384695285,-0.5138474124971087,-0.4339268216900282,-0.7707600754782205,-0.5209918664666342,-0.9611251555756951,-1.0875134176434949,1.960086342219969,-0.6792968971617593,-0.9650044329797777,1.2742451917005981,-0.2633993683023319,-1.0989303555080652,0.026349393615353146,0.005520754003705365,0.5057478947633187,-0.17429906470174833,0.18165149336828723,0.1969468693017985,-2.1968044596653358,-2.005006928440601,1.565511979912068,-1.335152183168463,1.6883915561972158,0.06553517406021381,0
106471,82.20336893493902,-1.1489099517900572,0.13045852211498724,2.329487340419225,-2.424227941195097,0.7475018667860603,-0.13636183193358603,0.41984889442163953,-0.6817029227015132,0.6145140739491392,0.7791217738780661,0.4541870255778362,0.5723500325980994,0.8654962428194762,-0.4564847752531288,-1.7673997661852197,-0.1290136053023479,-0.5431244371556025,0.21420698142025382,1.5799231785790275,-0.7824626975954484,0.926081026606667,-1.1374528806642523,-0.5412565102218467,1.2326082167235453,-0.3577288948864108,1.4869890774932422,1.602426471250067,0.23255549460042144,0
70111,16.511966106119058,-0.5408696054017197,0.9206283929914465,0.13379012936491935,1.2910843955446625,0.06563026562153805,0.35236151618320893,1.8879900652564052,-0.16872960424747094,0.24644824728481907,0.5881779396453745,-1.540164178667305,-0.32207813917780187,-1.2707934632679074,-0.11106185625865245,-1.4013372585902497,-0.6567091257070046,-0.5307942172165754,-0.5414676391144099,-1.8009935839866646,1.9795751822253402,-1.0803875128774523,-0.7705019253904303,-1.5841163248472712,1.1684419487848154,-1.0797907468926298,0.8289947821188481,-0.3932052585110784,0.48152207693611876,0
165637,86.38729034402496,-0.2593271451329937,-1.8908879819993893,-0.7112955096639519,0.38639431842855615,0.8048857340863904,0.6486958560410391,-0.5414756080844516,-0.09108174151678479,0.6198369379401638,1.225958444704659,-1.0703621656418858,0.07251510394814784,1.2549358003449202,-0.7926475834929024,1.4312200683477205,-0.4301890379393127,-0.6959367779179078,-1.0497322447124187,0.36223516172310743,-0.05056744445427048,0.5147523845344466,-0.8222377033805843,-1.1378596296813093,1.2152138643101684,0.8027266531545256,-0.15243078779228403,0.434138038737451,1.520194873239353,0
100435,31.30106543232097,-0.5829120424501955,-0.6121671076795727,0.20489547883961493,0.33515619984242895,-0.7645290747311418,-0.05638010137263121,0.7953998209284561,-1.0588770413345392,-0.24751147666299786,-0.49032117146525106,-1.0273938266104636,-0.45605008723107077,-1.1373478617824075,0.8680805490859658,1.135703165943067,-3.2163623549769405,-1.4059145229987653,0.070397491336456,-0.43290102381899737,-0.7098781093607364,1.2009840180826576,0.31294854191752075,0.6177898121374896,1.2678735559954961,-1.3908840330705852,-0.019334752036027626,1.971223057573458,-0.9211287814426357,0
89242,14.070150217707555,0.27167484963851035,0.01058302396596935,-0.38331833106664853,-0.460704464864075,1.0832435876580628,-0.14931132595345917,0.05765737070697775,-0.9561038370732733,-0.8314828423620672,-0.04292065519686034,0.0027688326162470726,0.05006258786050943,1.8625908336023949,-0.31173442335604146,-0.34611515407059895,0.5262553969165598,1.5219188647359416,-0.28084184213727054,-0.5993628681583776,0.9929076646785896,0.6918867463124276,1.763714121525678,0.15803663605971904,-1.9591497047172435,0.575866729313201,-2.3311143649092876,-0.4314641254684539,-0.059392977490375636,0
113204,19.394881383893374,0.17544182919301957,-1.9231243993548974,-0.09423022123778556,-0.40406733840297554,0.4691040650638831,0.9412622753356067,0.03974231669438334,1.6991037581433794,1.1246459635722819,1.6825827238360498,-0.18045888123334253,0.9902814014900829,-0.18538838114902978,-0.6280024293834854,0.4091117459563366,-1.483180879871115,0.42695681180860745,1.100079661568242,-0.20179098829363534,1.0404801447353011,-1.0476812686785801,0.3324224923631079,0.5241514204995465,-0.09594130149016857,-1.8228710926092595,0.8732894118493565,0.27418257218401276,0.9999219872656825,0
153956,99.25799022067238,0.798743441737362,-1.487513567072772,2.16280407904455,-0.1933276647090748,0.8469318112158843,-0.325967585499104,-0.0005581775734982693,1.5528301442825825,-1.009155375737364,1.3886302161463768,-0.447885198784663,0.08899820906662584,-0.13297931162054716,0.22957838181894213,0.22794386046732718,-2.094316729050006,1.9086502771156177,0.7912938545510617,-0.29280581653138327,0.7297067850566518,-1.278438462839511,0.2383825264595212,-0.06638741708026136,-0.6080614667029984,-0.27071603243251136,-0.10764584572625226,-0.4360427695431527,-0.089434977407957,0
17199,26.09653043491269,1.157129790059881,-0.6582039913394933,-0.8473872984195623,-0.4477958129921949,-0.48187911640085557,0.1163062002994059,1.0470679021182394,2.1197873725955065,-0.7358404445230938,-0.27910988931490166,-2.162693036882601,0.17882047643122131,-0.42219279843410723,-0.787421844339586,-0.04275004467939365,-0.28410181413053476,-0.5129604551897181,0.595785214327287,-1.3456959777796813,-0.0031060167455591887,-0.7311396361840649,-0.5513235051697264,0.7686256405804721,2.580376329347993,-0.4619065535173136,-1.8707493456820896,0.8858779040790122,-0.538809954868577,0
60038,72.0869260509951,0.6441850230125891,0.0860063130582747,0.9615030211130807,0.36869800826879134,-0.14943473787456585,-0.178430841422723,-0.20915777628839713,0.7983179411958095,-0.2557115430125119,0.07551277765527402,1.695721916661028,-2.081638934388315,-1.853127290462149,1.3666370295374033,-0.4381864427507077,-0.5871080870213815,-0.2313262556357449,1.336827255002829,0.38185636659466515,-1.4475380528832216,-0.7985719380443848,0.09243748961588608,0.9431676378355599,-0.5611704212842121,-0.9432897889519608,0.24260294321446946,-0.4092765466684623,-0.4921915397778523,0
